Duration (in seconds),Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q2_text,Q3.1,Q3.1 text,Q3.2,Q3.2 text,Q3.3,Q3.3 text,Q3.4,Q3.4 text,Q3.5,Q3.5 text,Q3.6,Q3.6 text,Q3.7,Q3.7 text,Q3.8,Q3.8 text,Q3.9,Q3.9 text,Q3.10,Q3.10 text,Q3.text,Q4,Q5,Q5_text,Q6,Q6_9_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8a_1,Q8a_2,Q8a_3,Q8a_4,Q8a_5,Q8a_6,Q8a_7,Q8a_8,Q8a_9,Q8a_10,Q8a_11,Q8b_1,Q8b_2,Q8b_3,Q8b_4,Q8b_5,Q8b_6,Q8b_7,Q8b_8,Q8b_9,Q8b_10,Q8b_11,Q9a_1,Q9a_2,Q9a_3,Q9a_4,Q9a_5,Q9a_6,Q9a_7,Q9a_8,Q9a_9,Q9a_10,Q9b_1,Q9b_2,Q9b_3,Q9b_4,Q9b_5,Q9b_6,Q9b_7,Q9b_8,Q9b_9,Q9b_10,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q16,Q17,Q17_3_TEXT,Q18,Q19,Q20,Q20_9_TEXT,Q22
1773,2,6,6,6,6,The questions assume knowledge of the models and whether they are accurate,50,"Yes, but the problem will be the cost of extraction compared to other sources of CO2.  Entropy has a cost!",4,"If it works, this could be important.  Iceland is doing this with rock structures",5,"As question before.  Yes this is already being tried, but there are problems with the fissures used to put the gas in the ground starting to block as CaCO3 is formed",2,We do not understand the oceans very well.  Modifying its chemical processes is inherently dangerous because of unforeseen consequences,4,"This is replicating natural weathering, however the energy required to crush and spread the rock needs to be a lot less than gained.  Weathering is a very slow process",1,This is a very bad idea.  Plant life in the ocean is only Fe limited in small regions and the likely unintended consequences are serious,5,Also for reasons beyond climate change,4,,3,Why not bury the unburned biomass to increase soil organic  carbon,5,"Farming has reduced soil organic C levels, so reducing tilling etc will allow some build up, but the issue of food production complicates this approach","I have given talks on this subject.  The real problem is that once the CO2 is released to the atmosphere, thermodynamics tells you that you will need to use more energy to get it back.  The answer is to minimize the use of CO2 production to the processes that must have this kind of energy density--planes etc.  Much of transportation can move to electric power generated by non CO2 producing systems.  The Earth already has mechanisms for re equilibrating CO2, the problem is we are overwhelming it",5,3,"It is a technique that might work, but we really need to focus on preventing the problem",9,"It is worth trying, but it is not the overall answer ",2,2,1,2,2,1,3,3,3,4,3,4,4,5,5,5,5,1,1,2,4,1,3,4,5,5,3,5,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,"We need to be working on reducing the CO2 supply to the atmosphere.  Although this technology may have some effect, it will encourage governments and others to ignore the real problem, which is unnecessary fossil fuel usage ",1,1,1,3,3,3,4,5,5,4,3,2,4,2,2,2,2,3,4,2,4,2,4,3,5,1,2,4,3,5,5,4,5,2,5,,1,,55,2,7,,
991,2,2,4,2,4,,49,,4,,4,,3,biodiversity impacts are of concern; only to be used in localised areas such as coral reefs,4,,3,"This has been well-studied by now; extra blooms in surface waters do not lead to significant deep-sea sequestration; as such, this is not an economically viable option based on current evidence",4,,5,benefits for climate AND biodiversity,4,,5,,Science needs to lead the way; not politics; or big business. Great effort!,5,5,science needs to explore all options,2,,1,1,1,2,2,1,2,2,2,4,2,4,4,2,3,6,3,2,2,2,3,2,2,3,1,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,I support the research; the jury is out whether it will work; BUT we should explore,2,2,4,2,4,2,4,5,4,4,4,3,3,2,3,2,2,5,2,2,4,4,4,4,4,2,1,5,5,5,5,5,1,2,4,,1,,55,2,7,,
1655,2,1,5,1,5,,48,,6,,6,,1,,6,,1,,5,,5,,1,,5,, ,1,6,I do not have enough information to make an assessment. ,6,,1,1,3,4,2,6,6,6,6,5,2,6,6,5,5,5,5,6,6,6,3,1,6,6,5,4,3,4,6,6,6,6,6,6,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,,1,1,1,1,1,1,5,4,1,4,4,1,5,1,1,1,1,5,6,1,1,1,4,6,1,2,1,5,5,5,1,5,1,3,5,,1,,40,1,7,,Some questions were ambiguous and somewhat misleading.
605,2,6,5,6,6,,49,,1,,1,,1,,4,,1,,5,,3,,6,,5,,,1,1,Too many unknowns,5,,3,3,3,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,4,1,1,2,4,4,2,2,4,1,4,1,2,1,1,5,4,1,1,1,6,5,5,4,1,4,5,5,5,5,1,3,5,,2,,40,1,7,,No
1093,2,4,5,4,4,We should emphasize to prevent carbon emission,50,Absolutely worthy of consideration  ,5,Absolutely worthy of consideration,4,Very worthy of consideration,3,Moderately worthy of consideration ,3,Moderately worthy of consideration ,4,Very worthy of consideration ,4,Very worthy of consideration ,5,Very worthy of consideration  ,4,Very worthy of consideration ,4,Very worthy of consideration ,,5,4,Good thought ,1,,4,5,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,Support,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,,1,,35,2,7,,We should pay attention to prevent carbon emission
36790,2,4,4,3,3,,49,,4,,4,,2,,3,,4,,5,,4,,6,,4,,,2,4,Seems to have potential,1,,3,3,3,2,2,3,2,3,2,4,2,3,4,4,4,4,3,4,3,5,3,4,4,4,3,4,3,4,4,4,3,5,4,3,3,4,6,3,2,2,2,3,3,4,5,3,6,2,3,,3,4,4,5,5,5,3,5,5,4,4,4,2,6,4,4,2,2,2,2,4,3,5,5,5,5,1,2,2,2,4,4,3,3,5,,1,,25,2,7,,
1754,2,3,4,3,5,,47,,2,,1,,1,,6,,1,,5,,4,,2,,5,,"IPCC has recommended growing biomass, burning for energy and capturing CO2 at source.  Why is this not included in this survey?",2,4,I would support a trial.  What are the risks of CO2 escaping after liquification?  What are the environmental risks of artificially changing sub-seabed geology?,2,,1,3,4,4,4,4,4,5,4,5,6,5,4,4,5,5,5,3,5,4,5,6,5,5,5,5,5,5,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,3,3,3,4,4,4,1,3,2,3,1,3,3,2,4,4,1,2,2,3,5,4,2,1,5,5,5,5,5,1,2,5,,1,,53,3,9,DSc,
666,2,6,6,6,6,,48,,1,,1,,2,,2,,1,,5,,5,,2,,2,,,1,3,I don't know enough about it to be fully informed but it does seem fairly extreme,2,,1,1,2,4,4,6,2,2,3,5,2,4,4,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,2,1,2,3,2,5,5,4,2,5,5,5,3,4,3,3,,1,1,2,4,3,4,3,4,4,3,3,3,3,3,3,2,2,4,4,1,3,2,4,3,3,1,1,4,4,5,5,5,1,1,4,,2,,19,3,7,,
1369,2,3,5,2,5,,49,,2,,2,,1,this would have an impact in the ocean and organisms that is impossible to predict and would compromise what is already very unstable.,3,,1,,4,,4,,2,,4,,"Although there was the mention of direct air capture of co2 for underground storage there was no direct capture from sources, which would be more relevant than air capture. Maybe it may come in the next questions, and if so please disregard this comment.",5,5,"underground storage, when done properly, is generally safe. Several experiments have shown it. It is also a faster process with, hopefully, a more immediate impact on co2 level than several natural processes. However, the latter may not (or certainly don´t) have the removal rate capacity to balance emission volumes.  ",1,,1,1,1,2,2,1,4,4,2,3,2,4,4,4,3,4,2,2,1,1,3,1,3,3,3,3,4,3,4,4,3,5,4,5,3,5,5,4,4,4,3,3,4,4,4,3,4,2,5,,3,4,5,4,3,3,2,4,3,1,2,3,1,1,3,3,1,6,5,1,4,2,4,4,4,2,1,5,6,5,5,4,4,6,4,,1,,23,2,7,,"although I answered I was part of group 2, group 1 could also be an adequate fit. however, work on topics on group 2 has probably been more extensive."
1242,2,2,1,1,1,,46,investing aenergy in changing global matter cycles is meaningless,1,,1,,1,Oceans are naturally buffered!,2,,1,investing aenergy in changing global matter cycles is meaningless,5,Not only for CO2 removal but also for water quality improvement and fighting fish and accumulation of pollutants in fish,4,,1,Sounds pretty stupid from an ecosystem functioning perspective,2,he best soil policy to fight climate change is stop deforestation,"I think you are ignoring that most of the technologies proposed need huge energy investment, which increase CO2 emissions!",5,1,investing energy in changing global matter cycles is meaningless. The soultion is decreasing consumption and increasing efficiency. Please read Odum's books,5,,3,5,5,5,4,4,6,6,6,5,3,3,5,5,5,5,5,6,6,2,5,2,2,5,5,5,5,5,1,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,CO2 levels are balanced between fixation by plants and consumption by heterotrophs. We must take care of this balance rather than investing energy in reverting this natural cycle. Would be a waste of money.,1,1,1,4,4,3,3,4,4,3,3,4,2,2,4,3,3,3,3,3,3,3,3,4,3,4,1,4,4,4,5,5,3,1,4,,1,,38,2,7,,
2097,2,3,4,4,4,"Even though the Nets are good idea and potential ways to stabilisation of warming, the well-being of humans must be the priority. I hope the Nets are effective. ",49,,4,,4,,3,,3,,3,Please be mindful that adding excessive Fe and nitrate could be harmful to the e ecosystem although the outcome could be beneficial. ,4,,5,,4,,5,,It is good to have all those good ideas to restore and to manage our coastal area to get maximum resources to our community. Please consider the weightage between how much benefit and how much harm that could be possibly costs. Risk assessment should be made. ,1,4,If the project t is for a good purpose with funding available. Why not give a trial. ,1,,5,5,4,5,4,4,3,3,3,3,3,3,3,3,3,4,3,6,6,6,2,6,2,2,6,2,2,2,4,4,3,5,4,4,4,5,4,4,4,4,3,5,4,4,4,5,4,4,4,,4,4,4,3,4,3,5,5,3,4,4,3,3,3,3,4,3,4,4,5,5,4,5,4,5,1,1,5,5,5,4,5,5,5,5,,3,Professor in ecotoxicology ,31,4,7,,Supportive 
636,2,6,6,6,6,,50,,2,,2,,1,,2,,2,,4,,3,,2,,5,,"They're presented as panaceas without unintended consequences. The survey use of ""consideration"" thus is probably the wrong term.",5,1,Capture and storage deflects from the overall problem. Storage is never permanent.,5,,3,3,3,3,3,3,4,4,4,5,2,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,3,3,1,3,2,4,1,2,3,4,6,6,6,6,6,6,6,6,6,6,2,,2,1,1,2,4,2,4,4,4,3,3,2,4,2,3,4,3,2,4,1,3,2,3,4,3,3,1,4,1,2,4,4,1,1,4,,4,,84,6,7,,It was biased.
12031,2,4,4,2,4,No ,49,,2,,2,,1,,2,,3,,3,,4,,1,It will creat other harmful gases,3,,,1,5,"I feel this may be one of the perfect solutions how ever few pilot set ups irrespective of geographical locations may be done 
Q",2,,2,2,2,4,3,2,4,4,3,3,2,2,4,2,1,2,3,3,2,2,2,3,3,2,1,4,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,6,,3,3,4,1,1,2,4,4,3,1,1,2,3,2,3,2,5,4,2,1,4,4,4,1,3,3,3,3,3,3,5,3,3,3,3,,1,,28,2,7,,
868,2,5,2,6,6,,47,,2,,2,,1,,1,,1,,3,,3,,1,,4,,,5,3,"This type of solution does not solve the problem, might create more problems and gives a false feeling that business-as-always can continue",2,,2,2,5,2,3,2,4,4,2,5,2,4,5,5,5,5,5,4,4,6,5,6,3,5,5,5,5,5,2,3,6,6,2,6,3,2,2,2,3,3,2,2,3,3,3,2,2,2,4,,1,2,1,3,3,3,4,4,4,2,3,3,2,3,3,2,2,4,4,1,2,4,4,5,4,1,1,5,4,5,4,4,2,2,5,,4,,48,1,7,,no
1430,2,1,1,1,1,,47,,1,,2,,3,,4,,2,,5,,5,,1,,5,,Oxygenation  and mixing and circulation of water that are already polluted or contaminated,5,3,I have to study more details,2,,3,3,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3,3,3,3,3,3,5,3,3,3,3,1,5,1,1,5,1,5,5,1,5,1,5,5,5,1,5,5,5,3,5,5,1,5,5,,3,I AM A BIOLOGIST AN OCEANOGRAPHER THAT LOVES LIFE IN ALL ITS FORMS,34,2,7,,I think nature should be preserved at all costs and new green diverse areas should be restored. Nature shoukd follow its patgway and if we keep adding more industrially oriented on the carbon restoration rather than the benefits of nature itsrlf we only adding more problems and pollution.
1419,2,4,4,6,6,,46,,3,,3,,2,,2,,3,,5,,5,,2,,4,,,1,5,Doing something positive like this makes sense.  Sitting idle doesn't.,9,Moving ahead would be a way to research the apporach,2,1,1,1,1,1,2,2,2,3,1,3,2,1,3,3,2,2,2,2,3,1,2,1,1,3,2,3,4,4,4,4,5,5,5,5,3,5,5,5,5,5,5,4,4,4,4,4,5,,2,2,3,5,4,5,3,5,4,5,3,3,3,3,3,4,4,4,4,2,5,3,4,4,5,3,1,5,6,5,6,4,2,5,5,,1,,64,3,7,,Good survey!
1684,2,2,3,3,3,"those seem question unrelated to climate modelling, at most inferences based on modelling",49,,6,,6,,2,,4,,2,,5,,4,what does previously mean here? what time scale? Europe for instance was almost entirely covered with forests a couple of centuries-millennia before,6,,5,,"all these solutions, or possible solutions, distract from the fact that we need in the first place to reduce our emissions! There is no way we can avoid changing the way we travel, consume, use fossil fuels like we are doing now and fix the climate crisis with engineering solutions (only).",5,4,"I just have a major problem, as indicated before, I think such measure give the wrong signal. We urgently need to change our footprints, we cannot fix the problem by engineering alone",1,,1,1,1,1,3,3,6,6,6,4,3,6,6,5,5,6,3,6,6,6,4,2,2,3,5,5,6,3,6,2,6,3,3,6,6,6,6,3,5,5,5,5,5,5,5,5,5,5,3,,1,2,2,3,3,3,4,4,4,4,3,6,6,6,2,6,1,5,4,3,2,1,5,4,5,4,1,5,5,4,5,5,2,3,3,,1,,24,2,7,,the survey seemed very centred on North America (Canada). Not sure if all the questions about politics and indigenous people makes sense for me. I answered them from my perspective realising that this may not be the perspective of the researchers who designed the survey
64307,2,5,5,2,4,,48,,2,,3,,2,,2,,1,,3,,2,,6,,3,,,1,3,No answer,2,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,,1,2,1,3,3,3,3,5,3,3,3,6,6,6,6,6,1,4,1,2,3,3,4,2,5,3,1,4,4,3,4,4,1,3,5,,1,,59,2,7,,
2703,2,4,3,4,2,"I exercice caution when I am asked about geo-engineering, as I have heard of many dangerous initiatives in the past (e.g. ditching dried herbs in the ocean to reduce carbon content ...). I haven't updated my literature on this subject however, so I will keep an open mind on any new projects. ",49,"Yes, definitely. Such as biofuel using photosynthetic algae or other applications (in addition to a reduce/recycle point of view).",3,"Interesting concept, but a prerequisite must be no interaction with natural benthic processes occurring on the seabed",3,"I would prefer this solution as the marine equivalent, as we are more aware of ecological processes onshore than we are offshore (cautionary principle)",1,"Otherwise demonstrated, I would see this technology as nefarious for the metabolism of carbonate-bearing species and for microorganisms.",6,,6,"This is a ""fertilization"" technique I heard of many years ago, but I seem to recall that adverse effects were associated, but I don't remember which ones.",5,"As an ecologist, I strongly back this suggestion. Especially when talking about ""degraded"" habitats, meaning that human activities in the area are very active.",4,"This is feasible, but I must emphasize on the need to plant multi species forests to ensure diverse ecosystems, and that this should not be detrimental to other habitats close to reforested areas.",3,Could burning biomass also release CO2? What would be the net budget of this technique?,5,,,1,4,"This is a really interesting technology. However, I would make sure that no adverse effects on benthic habitats would result form installation and operation of this platform.",2,,2,2,1,3,3,3,3,3,6,4,6,3,4,2,4,3,3,2,2,2,3,2,2,3,1,3,1,1,4,4,4,5,4,4,4,4,4,4,2,2,3,4,3,3,3,2,4,2,4,,3,3,3,3,3,3,3,5,4,3,4,3,3,6,3,2,1,4,4,3,3,1,4,3,2,2,1,5,3,5,5,4,1,3,5,"For the last statement, it depends on where we consider ""the need"" for our species. I would first advocate for reducing our needs then consider a neutral taking of resources.",1,,12,2,7,,
1770,2,3,4,2,4,,49,,1,,4,,1,,1,,1,,4,,4,,2,,4,,,2,4,Good potential with minimal environmental impact relatively speaking,1,,1,1,1,3,3,1,2,2,5,4,1,3,2,2,3,4,2,2,2,4,3,1,2,1,2,3,4,1,4,3,3,4,3,3,3,3,3,4,3,3,5,5,5,4,5,5,5,5,4,,3,3,3,4,4,4,4,5,4,5,3,4,1,6,4,2,3,4,2,2,4,3,4,4,5,2,1,5,4,4,5,5,1,3,4,,1,,60,2,7,,No
2447,2,1,1,5,2,THERE ARE NO LOGICAL GROUNDS ON THE SO CALLED SCIENTIFIC BASIS FOR SAID EXPECTATIONS,48,"ALTHOUGH THERE ARE NO BASIS FOR STATING THAT CO2 IS HARMFUL, SOMETHIGN INTERESTING MAY ARISE",1,RIDICULOUS EVEN FOR SCIENCE FICTION,1,SUCH PERSPECTIVE SEEMS MORE LIKE SCIENCE FICTION OR EVEN FANTASY,1,THIS SITUATION RESPONDS TO AN EXAGERATED VIEW THAT LACKS SCIENTIFIC OR PHILOSOPHICAL THOUGHT,1,SEEMS LIKE A DESPERATE UNCALLED FOR MEASURE,1,IT SEEMS QUITE ABSURD BY ALL PERPECTIVES,1,SAID ANTHROPÓGENIC CHANGES ARE ALREADY BEING STALLED,4,COMPENSATION FOR IRRESPONSIBLE DEFORESTATION FOR MAKING MONEY MAKES THIS PROPOSAL WORTHY,3,"WOULD NOT DO ANY HARM OR DEVIATE FUNDS UNNECESSARELY; MAY HAVE OTHER ""GOOD"" CONSEQUENCES",1,CO2 ACCUMULATION IN ATMOSPHERE IS NOT A FACTOR FOR SAID CLIMATE CHANGE...IT IS A HOAX,THIS SURVEY IS BASED UNDER THE PREMISE THAT THERE IS DANGEROUS CO2 ANTHROPOGENIC ACCUMULATION THAT IS CAUSING GLOBAL WARMING...BUT IT JUST ISN'T SCIENTIFICALLY FOUNDED IT IS JUST POLITICAL PROPAGANDA,1,1,"THERE IS A RISK THAT, IF DONE IN A MEGA SCALE, IT COULD DISRUPT NATURAL PROCESSES RELATED WITH CO2 CYCLE",5,,4,4,4,4,2,2,1,1,1,3,3,3,6,5,6,3,2,6,6,6,1,1,1,1,3,1,1,1,1,6,1,4,1,6,1,3,1,6,1,6,1,3,1,6,3,3,1,6,3,DUE TO THE LACK OF BACKGROUND ON THE EXPECTED BENEFIT EXPERIMENTAL DATA MAY SERVE TO REDIRECT THE USEFULNESS OF SAID PRACTICE,4,3,1,1,3,1,1,4,1,2,2,1,4,2,2,2,5,3,5,3,3,5,3,3,5,4,3,4,4,3,4,3,2,2,2,"THIS LAST SECTION SHOULD BE REVISED, INASMUCH IT CONFOUNDS MORAL ISSUES WITH ETHICAL ISSUES",1,,47,1,7,,"I TBHINK THAT THE PREMISE IT STANDS ON SHOULD BE REVISED, INASMUCH IT SEEMS THAT IT TAKES FOR GRANTED THAT GLOBAL WARMING BY ANTHROPOGENIC ACTIVITIES IS A FACT...WHEREAS IT IS NOT"
18215,2,5,4,4,3,,48,,3,,3,,3,,3,,3,,5,,5,,5,,4,,,5,3,X,2,,1,2,2,3,2,1,4,4,2,4,2,4,3,4,3,4,4,2,2,3,3,2,3,3,4,3,4,4,3,3,2,3,3,3,2,3,4,3,2,2,2,2,2,2,2,2,2,2,3,,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,1,4,2,4,4,4,1,1,4,3,5,5,1,1,3,4,X,1,,49,2,7,,X
1153,2,4,4,2,4,,48,,5,,5,,3,,2,,2,,5,,5,,5,,5,,"some of these are not going to reach gigaton scale but are worth ""considering"" for their other benefits",5,5,"Ease of monitoring the CO2 if it is turned to rock, coupled with the fact that it's offshore, should make this more sociopolitically feasible than other DACCS strategies",1,,1,1,1,1,1,1,2,2,1,6,1,6,2,1,3,4,2,3,3,6,3,1,1,2,1,1,3,1,4,4,6,4,4,4,2,3,4,4,5,5,3,5,5,5,3,3,5,5,5,Decoupling of CDR from the fossil fuel industry is an important point; I would explore that further (in terms of how you can build compelling evidence for the proposition).  ,2,2,2,4,4,4,1,4,4,2,3,3,2,2,4,3,2,5,2,1,3,1,4,2,4,2,1,4,4,4,4,4,1,4,4,,2,,23,6,7,,"I recently did a survey regarding CCS where asking about ""storing carbon underground"" vs ""injecting carbon underground"" had a notable difference in support, for what it's worth.  ""Solid carbon"" seems pretty good in terms of conveying something solid.  Wonder about ""stable carbon"" as a concept.  Wrt anything subsurface, associations with fracking seem to often be prevalent and I'm not sure how to disrupt those.  I think there is an element of the sublime with messing with the subsurface."
2420,2,6,6,3,4,"I am a little confused by question #3.  Sorry, I am not an expert in NETs.",49,"Like I wrote previously, I am not an expert in NETs, but I think we have to try to create something that helps redirect our ship.",6,,6,"I have no idea about this process, so I cannot really comment.",1,"Unless we know the broader effects of such modifications, I hesitate to suggest this approach.",3,,6,,5,,5,My asnwer assumes that trees are likely to grow in a proposed area.,6,"Again, I am not familiar with this process.  Would the burning cause more problems for us?",5,"Yes, let's get the microbes working for us?","Take greater advantage of wind, solar, and other natural forms of energy.  Create cities where people want to walk or bike instead of drive.  Restore grasslands and forests.  Every province / state should have to do its part.",2,4,"As more of a naturalist, I am a greater fan of taking care of the earth through planting trees and being a more respectful citizen by reducing carbon emissions.  Most people either do not feel the same or do not want to change.  Consequently, I think we need technological assistance.",9,"I don't know how much research has already been done, so my answer would depend on knowing more.",2,3,3,3,4,2,4,4,6,5,6,6,5,4,5,4,5,2,3,6,4,6,6,3,3,5,3,5,6,6,6,5,6,6,6,6,2,2,6,6,6,6,6,6,6,6,2,6,4,,1,6,2,3,3,3,4,4,4,4,5,2,3,1,2,1,2,4,1,2,6,1,4,4,4,3,1,5,5,5,5,5,1,5,3,,2,,36,2,7,,"Next one that you create, please give us an indication of where we are in the survey while we are working through it."
2450,2,2,3,2,4,,49,"It depends on the costs, scale and demands. But engineering and science can search for technologies to make it feasible",2,"There are risks of rock-stored CO2 to scape, and they must not be neglected. A single episode of CO2 leakage can cause catastrophic impacts",2,The same risks I mentioned to the storage of CO2 using oil platforms should be considered here,1,"Globally it would be impossible, due to the size of the oceans and the volume of water",6,,1,This option could cause many side-effects to the marine environments which were not yet evaluated (or even considered).,5,,4,"Planting trees in urban zones can reduce the heat-island effects and regulate the temperature and humidity. This would help to reduce the waste of energy and emissions. Obviously its effects are limite. For natural areas, this solution is limited because some regions originally did not have trees. On the other hand, restoring forests can be more effective.",3,"I am not sure, but burning biomass would release CO2. I don't know if the further absorption would surpass the emissions.",4,,"These solutions need to be implemented together with others well-known, such as decarbonification of the economy, substituting the fossile fuels by clean energy, reducing the consumption of meat, better planning of cities to optimize urban mobility, reducing the consumption of all sorts of products, etc etc",5,6,"As I mentioned, there are risks of CO2 to scape",2,,1,1,1,3,5,4,4,4,3,4,3,4,3,3,4,6,6,2,2,3,2,3,5,1,2,4,6,6,4,3,6,4,3,6,2,2,3,3,2,3,6,3,2,2,6,2,2,2,3,,2,2,2,2,2,2,4,5,4,4,4,6,6,6,6,6,2,2,4,4,2,2,4,3,4,4,1,5,3,4,5,5,2,2,2,,1,,33,3,7,,
2020,2,1,4,2,5,,50,,2,,4,,1,,3,,1,,5,,5,,3,,4,,,2,4,"I don’t feel I have enough information to provide an informed opinion on the matter. I’d like to see performance of such construction as a pilot, or any data from simulation models. Additionally, potential environmental report on potential outcomes of such construction. ",9,I am not sure how much research has been already done ,1,3,3,4,5,5,2,3,3,5,4,4,5,6,5,5,2,3,3,4,5,4,5,5,3,3,5,2,3,3,4,5,4,4,3,3,4,5,5,5,3,5,6,5,5,3,5,5,4,,1,3,2,2,1,2,4,4,4,2,4,3,4,6,2,2,2,4,5,4,2,1,5,5,5,1,1,5,5,5,5,5,1,2,5,,2,,21,6,7,,
868,2,6,6,6,6,I don't know what negative emissions technologies refer to,48,,1,,3,,1,I'm not a fan of trying to engineer ocean solutions - seems unlikely to work.,2,,2,,5,Restoring habitats is beneficial for many ecosystem services,4,"Caveat - we should reforest deforested areas, but not necessarily convert grasslands into forests. ",2,,4,,,1,3,Unsure,6,,1,2,2,4,4,4,3,3,4,5,3,4,5,4,3,4,4,2,2,2,4,2,2,4,4,4,4,4,2,2,2,3,3,4,2,2,2,2,2,2,2,3,3,3,4,3,2,3,2,"Seems costly and unlikely to really address the scale of the issue. We need to be cutting back on fossil fuel usage, not engineering crazy ways to sequester more carbon so we can continue our irresponsible habits. ",1,1,3,3,4,3,4,4,4,4,5,2,2,4,3,1,1,4,2,1,4,2,4,4,4,1,1,5,4,5,4,4,1,4,5,,2,,9,1,5,,"I am so tired of hearing about all these elaborate engineering solutions to climate change. You cannot use the same capitalist, consumeristic logic that caused the problem to solve it. The solution is not to continue massive carbon emissions and then try to inject it into the ocean. The solution is to reduce our impact, restore degraded ecological systems, and try to live in a manner that is not so destructive to the ecosystems around us."
1421,2,2,3,4,2,"For the first question, it is not necessarily about what humans ""consume"" per se, rather their actions that result in changes in GHG emissions",48,,3,,3,,1,,3,,3,,5,,5,,3,,5,,,5,5,Any solutions to the global climate crisis are worthy of consideration and assessment on a pilot scale,1,,1,1,1,1,1,1,2,2,3,3,2,4,3,3,3,4,3,1,1,1,2,1,1,2,1,1,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,5,,2,3,3,4,4,4,3,4,4,4,3,3,2,3,3,3,2,4,2,1,2,2,3,2,2,1,1,4,3,4,4,2,1,3,3,,1,,41,3,7,,
82288,2,5,4,3,3,"You do not define many of the terms used in your questions.  This is a badly designed survey, in my opinion.    ",49,,1,What guarantees CO2 will react to form CaCO3 and on what time scale?  ,1,"Again, what guarantees this reaction will occur on a useful time scale?  This has been proposed for old gas fields, but their seals have been broken by gas extration.  What keeps the CO2 in the now fractured rocks?  ",1,There is abundant CaCO3 in the oceans.  Mineral buffering is not the problem; its time scale for reaction is.  ,1,"Most of the CO2 in soils is from oxic organic matter decay, not CO2 from the atmosphere; therefore, the use of this type of rock weathering is questionable.",1,"This alters the oceanic ecosystem in a unknow way, which may make things worse.   ",5,"Unsure of the capacity of this sink, but certainly worth a try. ",4,But we can plant ony so many trees.  ,6,,4,Although there is a limit on the capacity of this process.,"I can think of a viable methodology you have not considered: for strong CO2-point sources, react CO2 with CaCO3 in aqueous solution to create a bicarbonate brine, and inject that into rocks or the deep ocean.   Guarantees neutralization, at least.   ",6,4,"It might work, but moving liquid CO2 might have its own tecnological problems.   ",2,,1,1,1,1,3,3,4,6,4,2,1,4,3,3,5,4,3,3,3,3,2,1,3,2,3,3,3,4,6,3,6,3,3,3,3,3,3,3,4,4,4,4,5,4,4,4,3,4,4,,3,3,2,3,3,4,3,5,5,4,3,3,3,2,3,2,2,4,4,1,4,3,2,4,4,3,1,4,4,4,5,4,1,3,4,,1,,51,3,7,,
